pages,title,url,domain,type
38,עוגיות חמאה ביתיות,https://foody.co.il/foody_recipe/%d7%a6%d7%a0%d7%a6%d7%a0%d7%aa-%d7%97%d7%95%d7%91%d7%94-%d7%91%d7%9b%d7%9c-%d7%a9%d7%99%d7%a9-%d7%a2%d7%95%d7%92%d7%99%d7%95%d7%aa-%d7%97%d7%9e%d7%90%d7%94-%d7%9e%d7%a2%d7%95%d7%9c%d7%95%d7%aa/,foody.co.il,web
38,Sable Breton,https://www.monpetitfour.com/french-butter-cookies/,www.monpetitfour.com,web
38,Butter Pecan Cookies,https://www.monpetitfour.com/butter-pecan-cookies-2/#more-1046,www.monpetitfour.com,web
38,Double Pecan Thumbprint Cookies,https://muybuenocookbook.com/double-pecan-thumbprints/,muybuenocookbook.com,web
38,Cuernitos de Nuez (Butter Pecan Cookies),https://muybuenocookbook.com/cuernitos-de-nuez-butter-pecan-cookies/,muybuenocookbook.com,web
38,עוגיות חמאה,https://www.ronyohananov.com/post/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%97%D7%9E%D7%90%D7%94-%D7%A0%D7%93%D7%99%D7%A8%D7%95%D7%AA,www.ronyohananov.com,web
38,עוגיות חמאה טורקיות,https://www.ronyohananov.com/post/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%97%D7%9E%D7%90%D7%94-%D7%98%D7%95%D7%A8%D7%A7%D7%99%D7%95%D7%AA,www.ronyohananov.com,web
39,עוגיות חמאה עם שוקולד,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%97%D7%9E%D7%90%D7%94-%D7%A7%D7%9C%D7%95%D7%AA-%D7%95%D7%9E%D7%94%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A6%D7%99%D7%A4%D7%95%D7%99-%D7%A9%D7%95%D7%A7%D7%95%D7%9C/,foody.co.il,web
39,"עוגיות חמאה וקינמון ""סניקרדודלס""",https://foody.co.il/foody_recipe/%D7%A1%D7%A0%D7%99%D7%A7%D7%A8%D7%93%D7%95%D7%93%D7%9C%D7%A1-%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%97%D7%9E%D7%90%D7%94-%D7%95%D7%A7%D7%99%D7%A0%D7%9E%D7%95%D7%9F-%D7%90%D7%9E%D7%A8%D7%99%D7%A7/,foody.co.il,web
39,Shortbread with Chocolate Chunks,https://www.youtube.com/shorts/h-tQvUuENHs,www.youtube.com,social
39,עוגיות שוקולד צ'יפס,https://www.facebook.com/shtrudel.il/videos/2742976252641296/,www.facebook.com,social
40,עוגיות שוקולד צ'יפס קלאסיות,https://www.instagram.com/reel/DBDg7yHMog7/?igsh=MWU1N3NuMXpqdHRlNQ%3D%3D,www.instagram.com,social
40,עוגיות שוקולד צ'יפס עם פקאן,https://www.instagram.com/reel/Cm9rADQh0Z2/?igsh=MWxyNmI1YmFkMDM4MQ%3D%3D,www.instagram.com,social
40,עוגיות שוקולד צ'יפס בריאות,https://www.ronyohananov.com/post/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93-%D7%A6-%D7%99%D7%A4%D7%A1-%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA,www.ronyohananov.com,web
40,עוגיות שוקולד צ'יפס,https://www.instagram.com/reel/CevH1J0MPb5/?igsh=YzYybTZvMDJqbjcz,www.instagram.com,social
40,Brown Butter Chocolate Chip Cookies,https://www.monpetitfour.com/brown-butter-chocolate-chip-cookies-2/,www.monpetitfour.com,web
40,Chocolate Chip Cookies the Old Fashioned Way,https://www.monpetitfour.com/chocolate-chip-cookies/,www.monpetitfour.com,web
40,Orange and Chocolate Chip Oat Cookies,https://skandibaking.com/orange-and-chocolate-chip-oat-cookies/,skandibaking.com,web
41,The BEST Chocolate Chip Cookies,https://cosetteskitchen.com/recipe/bestchocolatechipcookies,cosetteskitchen.com,web
41,Small Batch Chocolate Chip Cookies,https://www.flourandspiceblog.com/one-dozen-chocolate-chip-cookies-no-mixer-needed/,www.flourandspiceblog.com,web
41,Olive Oil Chocolate Chip Cookies,https://cosetteskitchen.com/olive-oil-chocolate-chip-cookies,cosetteskitchen.com,web
41,חיתוכיות שוקולד ופקאן,https://foody.co.il/foody_recipe/%D7%97%D7%99%D7%AA%D7%95%D7%9B%D7%99%D7%95%D7%AA-%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93-%D7%95%D7%A4%D7%A7%D7%90%D7%9F/,foody.co.il,web
41,עוגיות אמסטרדם,https://www.shtrudel.net/ams,www.shtrudel.net,web
41,Homemade Milano Cookies,https://www.monpetitfour.com/homemade-milano-cookies-3/,www.monpetitfour.com,web
42,עוגיות היער השחור,https://www.carine.co.il/foody_recipe/%D7%92%D7%A8%D7%9E%D7%A0%D7%99%D7%94-%D7%91%D7%A2%D7%95%D7%92%D7%99%D7%94-%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%94%D7%99%D7%A2%D7%A8-%D7%94%D7%A9%D7%97%D7%95%D7%A8/,www.carine.co.il,web
42,"עוגיות יין לבן ,קלמטה , שמן זית ושוקולד",https://www.hashulchan.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%99%D7%99%D7%9F-%D7%9C%D7%91%D7%9F-%D7%A7%D7%9C%D7%9E%D7%98%D7%94-%D7%A9%D7%9E%D7%9F-%D7%96%D7%99%D7%AA-%D7%95%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93,www.hashulchan.co.il,web
42,מעמולים,https://foody.co.il/foody_recipe/%D7%9E%D7%A2%D7%9E%D7%95%D7%9C%D7%99%D7%9D/?referer=33957&utm_source=facebook&utm_medium=post&utm_campaign=%D7%98%D7%A8%D7%95%D7%91%D7%99%D7%94&utm_content=%D7%A9%D7%98%D7%A8%D7%95%D7%93%D7%9C%20%D7%9E%D7%A2%D7%9E%D7%95%D7%25,foody.co.il,web
42,Ma’amoul Cookies,https://cosetteskitchen.com/maamoul-cookies,cosetteskitchen.com,web
42,Lebanese Date Cookies,https://cosetteskitchen.com/recipe/datecookies,cosetteskitchen.com,web
42,Soft Lemon Crinkle Cookies,https://www.italianrecipebook.com/soft-lemon-crinkle-cookies/,www.italianrecipebook.com,web
42,Lemon Shortbread Cookies with Cream Filling עוגיות לימון במילוי שמנת-,https://www.italianrecipebook.com/lemon-shortbread-cookies-cream-filling/,www.italianrecipebook.com,web
43,Lemon sandnøtter,https://www.instagram.com/scandinaviancookbook/reel/DDpQPuWsH8h/,www.instagram.com,social
43,עוגיות פרג ולימון,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%92-%D7%95%D7%9C%D7%99%D7%9E%D7%95%D7%9F/,foody.co.il,web
43,עוגיות סנדוויץ 'לימון,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A1%D7%A0%D7%93%D7%95%D7%95%D7%99%D7%A5-%D7%9C%D7%99%D7%9E%D7%95%D7%9F-%D7%9C%D7%91%D7%99%D7%A1-%D7%97%D7%9C%D7%95%D7%9E%D7%99/,foody.co.il,web
43,עוגיית בננה,https://www.instagram.com/shaynzzz/reel/CpkqPiejIlO/,www.instagram.com,social
43,Strawberry Biscuit Cookies,https://sallysbakingaddiction.com/strawberry-biscuit-cookies/,sallysbakingaddiction.com,web
43,Fresh Persimmon Cookies with Raisins and Nuts,https://muybuenocookbook.com/fresh-persimmon-cookies-with-raisins-and-nuts/,muybuenocookbook.com,web
43,עוגיות גזר,https://www.carine.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%92%D7%96%D7%A8/,www.carine.co.il,web
44,עוגיות ביסקוטי פריכות,https://foody.co.il/foody_recipe/%D7%94%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%94%D7%9E%D7%95%D7%A9%D7%9C%D7%9E%D7%95%D7%AA-%D7%9C%D7%A7%D7%A4%D7%94-%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%91%D7%99%D7%A1%D7%A7%D7%95%D7%98%D7%99/,foody.co.il,web
44,עוגיות ביסקוטי עם פיסטוקים ופקאן,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%91%D7%99%D7%A1%D7%A7%D7%95%D7%98%D7%99-%D7%A2%D7%9D-%D7%A4%D7%99%D7%A1%D7%98%D7%95%D7%A7%D7%99%D7%9D-%D7%95%D7%A4%D7%A7%D7%90%D7%9F/,foody.co.il,web
44,עוגיות ביסקוטי עם קליפות תפוזים ושוקולד,https://www.carine.co.il/foody_recipe/%D7%91%D7%99%D7%A1%D7%A7%D7%95%D7%98%D7%99-%D7%A2%D7%9D-%D7%A7%D7%9C%D7%99%D7%A4%D7%95%D7%AA-%D7%AA%D7%A4%D7%95%D7%96%D7%99%D7%9D-%D7%95%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93/,www.carine.co.il,web
44,ביסקוטי וניל עם פקאן ופצפוצי שוקולד,https://www.carine.co.il/foody_recipe/%D7%91%D7%99%D7%A1%D7%A7%D7%95%D7%98%D7%99-%D7%95%D7%A0%D7%99%D7%9C-%D7%A2%D7%9D-%D7%A4%D7%A7%D7%90%D7%9F-%D7%95%D7%A4%D7%A6%D7%A4%D7%95%D7%A6%D7%99-%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93/,www.carine.co.il,web
44,פריכיות אגוזים בדבש בהשראת המטבח הגיאורגי,"https://xnet.ynet.co.il/articles/0,7340,L-5794279,00.html",xnet.ynet.co.il,web
44,עוגיות פיצוחים,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A4%D7%99%D7%A6%D7%95%D7%97%D7%99%D7%9D-%D7%9C%D7%9C%D7%90-%D7%92%D7%9C%D7%95%D7%98%D7%9F-%D7%9B%D7%9E%D7%A2%D7%98-%D7%9C%D7%9C%D7%90-%D7%A1%D7%95%D7%9B%D7%A8/,foody.co.il,web
45,עוגיות שקדים,https://www.shtrudel.net/almond,www.shtrudel.net,web
45,עוגיות שקדים,https://www.quaker.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%d7%a2%d7%95%d7%92%d7%99%d7%95%d7%aa_%d7%a9%d7%a7%d7%93%d7%99%d7%9d,www.quaker.co.il,web
45,Bruttiboni (Italian Hazelnut Cookies),https://www.italianrecipebook.com/bruttiboni-cookies/,www.italianrecipebook.com,web
45,עוגיות אייס קפה,https://foody.co.il/foody_recipe/%D7%90%D7%99%D7%99%D7%A1-%D7%90%D7%99%D7%99%D7%A1-%D7%91%D7%99%D7%99%D7%91%D7%99-%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%90%D7%99%D7%99%D7%A1-%D7%A7%D7%A4%D7%94-%D7%A9%D7%9C-%D7%A8%D7%95%D7%9F/,foody.co.il,web
45,עוגיות טירמיסו,https://www.instagram.com/reel/C1EZSSnNOgZ/?igsh=aXdoZ3NmanRpbXYy,www.instagram.com,social
45,Tiramisu Cookies,https://juliemarieeats.com/tiramisu-cookies/,juliemarieeats.com,web
45,עוגיות אספרסו,https://www.instagram.com/reel/C1oQMaEoiMB/?igsh=YXc3OGx3cTRtMGFu,www.instagram.com,social
45,עוגיות פולי קפה,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A7%D7%A4%D7%94-%D7%9E%D7%94%D7%9E%D7%9E%D7%95%D7%AA-%D7%95%D7%98%D7%A2%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%9E%D7%99%D7%95%D7%97%D7%93-%D7%91%D7%A6%D7%95%D7%A8/?fbclid=PAAabiqy3eVY0mbFn,foody.co.il,web
46,"עוגיות מגולגלות במילוי קרם קפה ,שקדים ושוקולד לבן",https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%9E%D7%92%D7%95%D7%9C%D7%92%D7%9C%D7%95%D7%AA-%D7%91%D7%9E%D7%99%D7%9C%D7%95%D7%99-%D7%A7%D7%A8%D7%9D-%D7%A7%D7%A4%D7%94-%D7%A9%D7%A7%D7%93%D7%99%D7%9D-%D7%95/,foody.co.il,web
46,עוגיות קפה ופקאן,https://foody.co.il/foody_recipe/%d7%a2%d7%95%d7%92%d7%99%d7%95%d7%aa-%d7%a7%d7%a4%d7%94-%d7%95%d7%a4%d7%a7%d7%90%d7%9f/,foody.co.il,web
46,Madeleines,http://persimmonandpeach.blogspot.com/2012/08/julia-childs-100th-birthday-madeleines.html,persimmonandpeach.blogspot.com,web
46,עוגיות מדלן דבש,https://www.hashulchan.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%D7%9E%D7%93%D7%9C%D7%9F-%D7%93%D7%91%D7%A9/,www.hashulchan.co.il,web
46,מדלן בננה,https://www.carine.co.il/foody_recipe/%D7%9E%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%A0%D7%94/,www.carine.co.il,web
46,Classic Madeleines,https://www.monpetitfour.com/madeleines-recipe/,www.monpetitfour.com,web
46,Gingerbread Madeleines,https://www.monpetitfour.com/gingerbread-madeleines/,www.monpetitfour.com,web
46,Honey and Orange Madeleines,https://www.monpetitfour.com/honey-and-orange-madeleines-2-2/,www.monpetitfour.com,web
47,עוגיות טחינה,https://www.shtrudel.net/tehinacookies,www.shtrudel.net,web
47,עוגיות טחינה,https://www.carine.co.il/foody_recipe/%d7%a2%d7%95%d7%92%d7%99%d7%95%d7%aa-%d7%98%d7%97%d7%99%d7%a0%d7%94-%d7%a9%d7%9e%d7%9b%d7%99%d7%a0%d7%99%d7%9d-%d7%91%d7%a7%d7%9c%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a7%d7%a8%d7%99%d7%9f-%d7%92%d7%95%d7%a8/,www.carine.co.il,web
47,Tahini Pinwheel Cookies,https://cosetteskitchen.com/tahini-pinwheel-cookies,cosetteskitchen.com,web
47,Tahini Chai Breakfast Cookies,https://www.instagram.com/terianncarty/reel/DEYLXpXyYT8/,www.instagram.com,social
47,אלפחורס,https://www.shtrudel.net/alfajores,www.shtrudel.net,web
47,בייבי אלפחורס,https://www.instagram.com/reel/DFMy7XCIKIr/?igsh=MTVtNDQ0NzJ4MWtscw%3D%3D,www.instagram.com,social
47,Alfajores (Dulce de Leche Shortbread Cookies),https://muybuenocookbook.com/alfajores-dulce-de-leche-shortbread-cookies/,muybuenocookbook.com,web
47,עוגיות מושלגות,https://www.shtrudel.net/sheleg,www.shtrudel.net,web
48,עוגיות מושלגות לימוניות,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%9E%D7%95%D7%A9%D7%9C%D7%92%D7%95%D7%AA-%D7%9C%D7%99%D7%9E%D7%95%D7%A0%D7%99%D7%95%D7%AA/,foody.co.il,web
48,עוגיות עבאדי,https://www.youtube.com/watch?v=cZwg2vLTCLY,www.youtube.com,social
48,עוגיות אוזני פיל,https://www.shtrudel.net/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%90%D7%95%D7%96%D7%A0%D7%99-%D7%A4%D7%99%D7%9C/,www.shtrudel.net,web
48,Swedish Thumbprint Cookies,https://skandibaking.com/hallongrottor-swedish-thumbprint-cookies/,skandibaking.com,web
48,עוגיית ריבה משפחתית ג'מבו,https://www.instagram.com/misspetel/reel/DCTsITqMtPk/,www.instagram.com,social
48,Farmer's Cheese Cookies,https://www.olgasflavorfactory.com/autumn-favorites/soft-farmers-cheese-cookies-geese-feet/,www.olgasflavorfactory.com,web
48,Reginelle - Italian Sesame Cookies,https://www.italianrecipebook.com/reginelle-italian-sesame-cookies/,www.italianrecipebook.com,web
48,עוגיות זנגביל,"https://www.ynet.co.il/articles/0,7340,L-4322698,00.html",www.ynet.co.il,web
49,עוגיות מייפל ופקאן,https://www.carine.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%9E%D7%99%D7%99%D7%A4%D7%9C-%D7%95%D7%A4%D7%A7%D7%90%D7%9F-%D7%A9%D7%AA%D7%9E%D7%99%D7%93-%D7%9E%D7%A6%D7%9C%D7%99%D7%97%D7%95%D7%AA/,www.carine.co.il,web
49,עוגיות קרקר מתוקות,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A7%D7%A8%D7%A7%D7%A8-%D7%9E%D7%AA%D7%95%D7%A7%D7%95%D7%AA-%D7%A9%D7%9C%D7%90-%D7%AA%D7%95%D7%9B%D7%9C%D7%95-%D7%9C%D7%94%D7%A4%D7%A1%D7%99%D7%A7-%D7%9C%D7%A0/,foody.co.il,web
49,עוגיות עד חצות,https://www.instagram.com/lioroooosh/reel/DFI0-xHonTq/,www.instagram.com,social
49,Raisin Filled Cookies,https://muybuenocookbook.com/raisin-filled-cookies/,muybuenocookbook.com,web
49,Mexican Wedding Cookies,https://www.isabeleats.com/mexican-wedding-cookies-polvorones/,www.isabeleats.com,web
49,עוגיות ריפעת מרוקאיות,https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A8%D7%99%D7%A4%D7%A2%D7%AA-%D7%9E%D7%A8%D7%95%D7%A7%D7%90%D7%99%D7%95%D7%AA-%D7%9C%D7%A9%D7%A2%D7%AA-%D7%94%D7%AA%D7%94/,foody.co.il,web
49,עוגיות סנדוויץ 'עם גנאש צ' אי מסאלה,https://www.hashulchan.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%D7%A2%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%A1%D7%A0%D7%93%D7%95%D7%95%D7%99%D7%A5-%D7%A2%D7%9D-%D7%92%D7%A0%D7%90%D7%A9-%D7%A6%D7%90%D7%99-%D7%9E%D7%A1%D7%90%D7%9C%D7%94/,www.hashulchan.co.il,web
49,Cardamom Shortbread Cookies,https://www.hungrypaprikas.com/cardamom-shortbread-cookies/,www.hungrypaprikas.com,web
50,Lebanese Shortbread Cookies,https://cosetteskitchen.com/recipe/lebaneseshortbread,cosetteskitchen.com,web
50,Vegan Lemon Poppy Seed Cookies,https://cosetteskitchen.com/recipe/lemonpoppycookies,cosetteskitchen.com,web
51,"עוגת קפוצ'ינו ,קוקוס ואגוזים",https://www.facebook.com/groups/imaot.co.il/posts/3314592235359962/,www.facebook.com,social
51,Hazelnut Coffee Cake,https://skandibaking.com/hazelnut-coffee-cake/?fbclid=PAY2xjawH6EhdleHRuA2FlbQIxMQABppn-AnQp9fPbual1AjotWNrqqxpqhxkxvTfCjJirYObavS1guDhmQfsnlQ_aem_J1ELtTQTPhfwlzmJHlH-7A,skandibaking.com,web
51,Waitrose Classic Coffee & Walnut Cake,https://blog.britishcornershop.co.uk/2019/08/waitrose-classic-coffee-and-walnut-cake-recipe/,blog.britishcornershop.co.uk,web
51,"עוגת קפה ,מייפל וקינמון",https://www.instagram.com/taamatok/reel/C3kvLAiIeJI/,www.instagram.com,social
51,עוגת קפה שוקולד לבן,https://www.instagram.com/hodaya_gavriel20/reel/DDUlrRXohpN/%D7%A2%D7%95%D7%92%D7%AA-%D7%A7%D7%A4%D7%94-%D7%A9%D7%95%D7%A7%D7%95%D7%9C%D7%93-%D7%9C%D7%91%D7%9F-%D7%9E%D7%98%D7%95%D7%A8%D7%A4%D7%AA%D7%94%D7%9E%D7%AA%D7%9B%D7%95%D7%9F-%D7%9E%D7%AA%D7%90%D7%259,www.instagram.com,social
51,"עוגה בחושה אספרסו , קינמון ופקאן",https://foody.co.il/foody_recipe/%D7%A2%D7%95%D7%92%D7%94-%D7%91%D7%97%D7%95%D7%A9%D7%94-%D7%90%D7%A1%D7%A4%D7%A8%D7%A1%D7%95-%D7%A7%D7%99%D7%A0%D7%9E%D7%95%D7%9F-%D7%95%D7%A4%D7%A7%D7%90%D7%9F/,foody.co.il,web
52,Espresso Cheesecake,https://www.instagram.com/reel/C8ekjT5ydSu/,www.instagram.com,social
52,פאי קרמל וקפה ללא אפייה,https://www.youtube.com/watch?v=_WizOdAIGf8,www.youtube.com,social
52,טירמיסו אילתורים,https://www.instagram.com/reel/CuuRM6frICv/?igsh=bTJxcnlrbDE4dzNo,www.instagram.com,social
52,טירמיסו בכוס קפה,https://www.instagram.com/maayan.shtrudel/reel/DB_RlOQMNYP/,www.instagram.com,social
52,טירמיסו דובאי,https://www.instagram.com/maayan.shtrudel/reel/DB8XC-PMYkb/,www.instagram.com,social
52,רולדה טירמיסו,https://www.instagram.com/adikosh_123/reel/DE7G2Qtsvwf/,www.instagram.com,social
52,טירמיסו נוגט,https://www.instagram.com/_moran_gil/reel/C3M7sbFt3s1/,www.instagram.com,social
52,טירמיסו בננות,https://www.ronyohananov.com/post/%D7%98%D7%A8%D7%9E%D7%99%D7%A1%D7%95-%D7%91%D7%A0%D7%A0%D7%95%D7%AA-%D7%97%D7%9C%D7%95%D7%9E%D7%99,www.ronyohananov.com,web
53,טירמיסו לימון,https://www.instagram.com/lichtenstadt/reel/DEp7nE5Mozv/,www.instagram.com,social
53,Lemon Tiramusu,https://www.instagram.com/happytummy_702/reel/CrZrUgepPd7/,www.instagram.com,social
53,Tiramisu Citron,https://www.pazapah.fr/p/la-gazette-gourmande-de-pazapah-15,www.pazapah.fr,web
53,טירמיסו תותים,https://www.instagram.com/p/DEehQChsCkL/,www.instagram.com,social
53,שטרודל,https://www.shtrudel.net/shtrudel,www.shtrudel.net,web
53,שטרודל תפוחים עם רוטב וניל חם,https://www.ronyohananov.com/post/%D7%A9%D7%98%D7%A8%D7%95%D7%93%D7%9C-%D7%AA%D7%A4%D7%95%D7%97%D7%99%D7%9D-%D7%A2%D7%9D-%D7%A8%D7%95%D7%98%D7%91-%D7%95%D7%A0%D7%99%D7%9C-%D7%97%D7%9D,www.ronyohananov.com,web
53,עוגת תפוחים,https://www.shtrudel.net/apple,www.shtrudel.net,web
53,עוגת תפוחים וקינמון,https://www.mako.co.il/food-recipes/recipes_column-cakes/Recipe-04c41af8e9ad571027.htm,www.mako.co.il,web
54,עוגת תפוחים של סבתא אסתר,https://www.noacakes.co.il/challenge-page/c82eeb21-0245-4315-a635-ab31541ef06f,www.noacakes.co.il,web
54,עוגת תפוחים אוסטרית,https://www.ronyohananov.com/post/%D7%A2%D7%95%D7%92%D7%AA-%D7%AA%D7%A4%D7%95%D7%97%D7%99%D7%9D-%D7%90%D7%95%D7%A1%D7%98%D7%A8%D7%99%D7%AA,www.ronyohananov.com,web
54,APPLE TRES LECHES CAKE,https://www.instagram.com/isabeleats/reel/DDPbwGDRVWW/,www.instagram.com,social
54,עוגת תפוחים בחושה,https://foody.co.il/foody_recipe/%D7%92%D7%91%D7%95%D7%94%D7%94-%D7%95%D7%A9%D7%97%D7%95%D7%9E%D7%94-%D7%A2%D7%9D-%D7%90%D7%91%D7%A7%D7%AA-%D7%A1%D7%95%D7%9B%D7%A8-%D7%A2%D7%95%D7%92%D7%AA-%D7%AA%D7%A4%D7%95%D7%97%D7%99%D7%9D/,foody.co.il,web
54,טארט טאטן,https://www.shtrudel.net/taten,www.shtrudel.net,web
54,Old Fashioned Apple “Cake ”,https://skandibaking.com/aeblekage-med-rasp-old-fashioned-apple-cake/,skandibaking.com,web
54,פאי תפוחים אמריקאי,https://foody.co.il/foody_recipe/%D7%A4%D7%90%D7%99-%D7%AA%D7%A4%D7%95%D7%97%D7%99%D7%9D-%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%90%D7%99-2/,foody.co.il,web
54,Easy Apple Hand Pies,https://www.hungrypaprikas.com/easy-apple-hand-pies/,www.hungrypaprikas.com,web
55,Bizcocho de Manzana (Apple Cake),https://joyofspanishcooking.com/bizcocho-de-manzana-apple-cake/,joyofspanishcooking.com,web
55,"עוגת תפוחים , קוואקר ופירות יער",https://www.quaker.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%d7%a2%d7%95%d7%92%d7%aa_%d7%aa%d7%a4%d7%95%d7%97%d7%99%d7%9d_%d7%a7%d7%95%d7%95%d7%90%d7%a7%d7%a8_%d7%95%d7%a4%d7%99%d7%a8%d7%95%d7%aa_%d7%99%d7%a2%d7%a8,www.quaker.co.il,web
55,עוגת תפוחים וקוואקר,https://www.quaker.co.il/%D7%9E%D7%AA%D7%9B%D7%95%D7%A0%D7%99%D7%9D/%d7%9e%d7%aa%d7%9b%d7%95%d7%9f_%d7%9c%d7%a2%d7%95%d7%92%d7%aa_%d7%aa%d7%a4%d7%95%d7%97%d7%99%d7%9d_%d7%95%d7%a7%d7%95%d7%95%d7%90%d7%a7%d7%a8,www.quaker.co.il,web
55,Apple Pear Carrot Loaf,https://justamumnz.com/2023/09/01/apple-pear-carrot-loaf/,justamumnz.com,web
55,עוגת תפוחים ותה ירוק בריאה,https://www.shiriamit.co.il/post/????-??????-??-????-????-????-?????-???????,www.shiriamit.co.il,web
55,עוגת גבינה וקרם קפה,https://www.shtrudel.net/cremecafe,www.shtrudel.net,web
55,עוגת גבינה באסקית,https://www.facebook.com/watch/?v=386304683370887,www.facebook.com,social
55,עוגת גבינה מושלמת עם קרם לימון,https://foody.co.il/foody_recipe/%D7%97%D7%9C%D7%95%D7%9D-%D7%9C%D7%99%D7%9E%D7%95%D7%A0%D7%99-%D7%95%D7%9E%D7%AA%D7%95%D7%A7-%D7%A2%D7%95%D7%92%D7%AA-%D7%92%D7%91%D7%99%D7%A0%D7%94-%D7%A2%D7%9D-%D7%A7%D7%A8%D7%9D-%D7%9C%D7%99/,foody.co.il,web
56,עוגת גבינה קטנה,https://www.instagram.com/maayan.shtrudel/reel/C7rLcHdMhpT/,www.instagram.com,social
56,עוגת גבינה-גזר,https://www.instagram.com/eyalrevah/reel/C78Tfo4owf5/,www.instagram.com,social
56,עוגת גבינה פירות יער עם ג' לי רוזה,https://www.misspetel.com/rose-jello-cheesecake/#google_vignette,www.misspetel.com,web
56,עוגת גבינה פקאן וקרמל מלוח ללא קמח,https://shanisanders.com/rec/%D7%A2%D7%95%D7%92%D7%AA-%D7%92%D7%91%D7%99%D7%A0%D7%94-%D7%A4%D7%A7%D7%90%D7%9F-%D7%95%D7%A7%D7%A8%D7%9E%D7%9C-%D7%9E%D7%9C%D7%95%D7%97-%D7%9C%D7%9C%D7%90-%D7%A7%D7%9E%D7%97/,shanisanders.com,web
56,Blackberry Cream Cheese Crumb Cake,https://sallysbakingaddiction.com/blackberry-cream-cheese-crumb-cake/,sallysbakingaddiction.com,web
56,עוגת סינרגיה שוקולד-גבינה,https://www.facebook.com/groups/imaot.co.il/posts/2207060766113120/?locale=he_IL,www.facebook.com,social
56,ציז' קייק(עוגת גבינה אפויה),https://www.shtrudel.net/cheesecake,www.shtrudel.net,web
56,עוגת גבינה ניו יורק בטעם קפה,https://www.instagram.com/opalester_oren/reel/C5Qze5IIGTj/,www.instagram.com,social
57,Lemon Ricotta Cake,https://www.monpetitfour.com/lemon-ricotta-cake/,www.monpetitfour.com,web
57,Lemon Semifreddo with Ricotta & Fresh Mint Sauce,https://www.italianrecipebook.com/lemon-semifreddo/,www.italianrecipebook.com,web
